MYUWI,TOP,BOTTOM,POROSITY,PERMEABILITY,BITUMINS_EXTRACT,DEPTH
MY14,2529.5,2529.6,13.43,-999.25,0.025,2529.55
MY14,2533.1,2533.2,2.79,0.01,0.019,2533.15
MY14,2533.6,2533.7,7.87,1.31,0.012,2533.65
MY14,2534.1,2534.2,9.55,1.43,0.024,2534.15
MY14,2537.5,2537.6,6.51,1.43,0.017,2537.55
MY14,2538,2538.1,8.96,2.38,0.017,2538.05
MY14,2538.5,2538.6,5.61,-999.25,0.022,2538.55
MY14,2543,2543.1,3.56,0.08,0.029,2543.05
MY14,2543.5,2543.6,1.48,-999.25,0.013,2543.55
MY14,2544,2544.1,0.72,0.01,0.026,2544.05
MY14,2544.5,2544.6,0.93,-999.25,0.039,2544.55
MY14,2549,2549.1,0.07,0.01,0.045,2549.05
MY37,2901.8,2901.9,0.5,0.293,0.203,2901.85
MY37,2902.1,2902.2,0.86,1.492,0.23,2902.15
MY37,2902.5,2902.6,0.91,-999.25,0.249,2902.55
MY37,2902.8,2902.9,0.7,0.067,0.143,2902.85
MY37,2903.1,2903.2,1.09,0.138,0.28,2903.15
MY37,2903.5,2903.6,0.5,0.067,0.273,2903.55
MY37,2903.8,2903.9,0.86,0,0.239,2903.85
MY37,2904.1,2904.2,6.05,-999.25,0.364,2904.15
MY37,2904.5,2904.6,5.02,0.018,0.258,2904.55
MY37,2904.8,2904.9,6.85,0.035,0.3,2904.85
MY37,2905.2,2905.3,8.65,0.025,0.417,2905.25
MY37,2905.8,2905.9,6.11,0.052,0.079,2905.85
MY37,2906.15,2906.25,2.19,1.459,0.064,2906.2
MY37,2906.5,2906.6,2.58,0.663,0.254,2906.55
MY37,2906.8,2906.9,11.17,-999.25,0.35,2906.85
MY37,2907.15,2907.25,8.28,0.056,0.424,2907.2
MY37,2907.5,2907.6,9.2,0.104,0.449,2907.55
MY37,2907.8,2907.9,8.19,0.02,0.412,2907.85
MY37,2908.15,2908.25,2.86,0.028,-999.25,2908.2
MY37,2908.5,2908.6,7.92,0.663,0.278,2908.55
MY37,2908.8,2908.9,7.02,-999.25,0.068,2908.85
MY37,2909.15,2909.25,7.9,0,0.333,2909.2
MY37,2909.5,2909.6,15.77,-999.25,0.599,2909.55
MY37,2909.8,2909.9,10.38,-999.25,0.562,2909.85
MY37,2910.15,2910.25,16.52,-999.25,0.448,2910.2
MY37,2910.8,2910.9,3.37,-999.25,0.08,2910.85
MY37,2911.15,2911.25,1.94,-999.25,0.059,2911.2
MY38,564.3,564.4,17.57,2.035,0.022,564.35
MY38,565.3,565.4,20.06,22.277,0.0168,565.35
MY38,566.3,566.4,22,37.317,0.0133,566.35
MY38,1661.1,1661.2,7.25,1.279,0,1661.15
MY38,1661.6,1661.7,21.27,0,0.0025,1661.65
MY38,1715,1715.1,35.14,184.535,0.0083,1715.05
MY38,1716,1716.1,18.73,111.951,0,1716.05
MY38,1717,1717.1,18.25,203.548,0,1717.05
MY38,1718,1718.1,22.45,189.886,0.005,1718.05
MY38,1775.3,1775.4,14.28,16.067,0,1775.35
MY38,1775.8,1775.9,8.55,-999.25,0.0063,1775.85
MY38,1776.3,1776.4,12.37,2.41,0.0038,1776.35
MY38,1833,1833.1,5.59,1.16,0,1833.05
MY38,1834,1834.1,-999.25,-999.25,0,1834.05
MY38,1835,1835.1,15.42,160.674,0.0098,1835.05
MY38,1836,1836.1,5.59,8.034,0,1836.05
MY38,1837,1837.1,19.78,114.766,0.0258,1837.05
MY38,1888,1888.1,16.5,27.543,0.0245,1888.05
MY38,1889,1889.1,19.11,258.22,0.0268,1889.05
MY38,1890,1890.1,18.54,87.639,0.1363,1890.05
MY38,1891,1891.1,17.79,97.8,0.0243,1891.05
MY38,1944.5,1944.6,14.57,132.318,0.0575,1944.55
MY38,1945,1945.1,6.18,-999.25,0.02,1945.05
MY38,2141.9,2142,5.86,2.321,0.004,2141.95
MY38,2143.9,2144,5.66,0.135,0.0193,2143.95
MY38,2823.4,2823.5,0,0,0,2823.45
MY39,2821.1,2821.2,0.88,-999.25,0.059,2821.15
MY39,2821.35,2821.4,0.59,-999.25,0.08,2821.375
MY39,2821.6,2821.7,0.43,0,0.083,2821.65
MY39,2821.95,2822,1.08,2.49,0.089,2821.975
MY39,2822.3,2822.4,0.86,-999.25,0.086,2822.35
MY39,2822.6,2822.7,1.37,-999.25,0.087,2822.65
MY39,2822.95,2823,0.57,0,0.047,2822.975
MY39,2823.3,2823.4,0.72,-999.25,0.097,2823.35
MY39,2823.6,2823.7,1.38,-999.25,0.094,2823.65
MY39,2823.95,2824,0.67,-999.25,0.073,2823.975
MY39,2824.3,2824.4,0.72,0.006,0.076,2824.35
MY39,2824.6,2824.7,0.07,0.012,0.065,2824.65
MY39,2824.95,2825,0.93,0.027,0.073,2824.975
MY39,2825.3,2825.4,1.29,0.01,0.072,2825.35
MY39,2825.7,2825.8,0.79,0,0.09,2825.75
MY39,2826.05,2826.1,1.22,0.086,0.07,2826.075
MY39,2826.4,2826.5,1.23,-999.25,0.08,2826.45
MY39,2826.7,2826.8,1.22,0.133,0.085,2826.75
MY39,2827.05,2827.1,1,0,0.084,2827.075
MY39,2827.4,2827.5,1.58,0.032,0.078,2827.45
MY39,2827.7,2827.8,0.93,0.013,0.068,2827.75
MY39,2828.05,2828.1,1.22,0,0.096,2828.075
MY39,2828.4,2828.5,0.98,-999.25,0.082,2828.45
MY39,2828.7,2828.8,1.22,0,0.092,2828.75
MY39,2828.8,2828.9,1.29,-999.25,0.082,2828.85
MY39,2828.9,2829,0.77,-999.25,0.05,2828.95
MY39,2829,2829.1,0.69,-999.25,0.116,2829.05
MY39,2829.35,2829.4,3.78,-999.25,0.103,2829.375
MY39,2829.7,2829.8,5.28,-999.25,0.031,2829.75
MY39,2830,2830.1,5.1,-999.25,0.079,2830.05
MY39,2830.35,2830.4,4.71,-999.25,0.108,2830.375
MY39,2830.7,2830.8,6.04,0.236,0.126,2830.75
MY39,2831,2831.1,3.77,-999.25,0.231,2831.05
MY39,2831.35,2831.4,1.5,-999.25,0.221,2831.375
MY39,2831.7,2831.8,1.28,0.077,0.127,2831.75
MY39,3122.7,3122.8,4.81,0.266,0.067,3122.75
MY39,3123.2,3123.3,4.93,0.035,0.013,3123.25
MY39,3123.7,3123.8,6.29,0.061,0.006,3123.75
MY39,3124.2,3124.3,6.94,0.168,0.006,3124.25
MY39,3124.7,3124.8,7.55,0.156,0.006,3124.75
MY39,3125.2,3125.3,9.97,-999.25,0.006,3125.25
MY39,3125.7,3125.8,7.98,0.236,0.006,3125.75
MY39,3126.4,3126.5,6.16,0.052,0.005,3126.45
MY39,3126.9,3127,7.09,0.061,0.004,3126.95
MY39,3127.4,3127.5,6.25,0.199,0.003,3127.45
MY39,3127.9,3128,8.34,0.281,0.004,3127.95
MY39,3128.4,3128.5,10.83,1.782,0.005,3128.45
MY39,3128.9,3129,8.03,0.384,0.003,3128.95
MY39,3129.9,3130,6.1,0.227,0.003,3129.95
MY39,3130.4,3130.5,6.25,0.061,0.005,3130.45
MY39,3130.9,3131,6.2,0.04,0.003,3130.95
MY39,3133.4,3133.5,6.48,0.043,0.003,3133.45
MY39,3133.9,3134,6,0.01,0.003,3133.95
MY39,3136.4,3136.5,6.16,0.02,0.003,3136.45
MY39,3136.9,3137,6.17,-999.25,0.006,3136.95
MY39,3137.4,3137.5,6.71,0.146,0.003,3137.45
MY39,3137.9,3138,6.82,0.03,0.004,3137.95
MY39,3139.4,3139.5,8.47,0.073,0.004,3139.45
MY39,3139.9,3140,8.59,0.199,0.005,3139.95
MY40,2859.5,2859.6,1.76,-999.25,0.043,2859.55
MY40,2860,2860.1,3.82,-999.25,0.055,2860.05
MY40,2861.5,2861.6,1.38,-999.25,0.063,2861.55
MY40,2862,2862.1,1.15,-999.25,0.071,2862.05
MY40,2862.6,2862.7,1.81,22.88,0.068,2862.65
MY40,2863,2863.1,3.72,1318.23,0.281,2863.05
MY40,2863.5,2863.6,4.37,507.01,0.304,2863.55
MY40,2864,2864.1,5.17,253.5,0.416,2864.05
MY40,2864.5,2864.6,4.01,0,0.356,2864.55
MY40,2865.2,2865.3,2.15,43.36,0.094,2865.25
MY40,2865.5,2865.6,2.05,0,0.086,2865.55
MY40,2866.5,2866.6,3.52,0,0.114,2866.55
MY40,2867,2867.1,3.19,129.48,0.105,2867.05
MY40,2867.5,2867.6,3.32,57.98,0.106,2867.55
MY40,2868,2868.1,2.39,84.44,0.092,2868.05
MY40,2868.5,2868.6,0.65,138.73,0.097,2868.55
MY40,2869.5,2869.6,2.44,496.19,0.084,2869.55
MY40,2870.5,2870.6,0.27,115.77,0.125,2870.55
MY40,2871,2871.1,0.72,102.15,0.098,2871.05
MY40,2871.5,2871.6,1.01,83.33,0.098,2871.55
MY40,3084.5,3084.6,0.43,113.25,0.14,3084.55
MY40,3085.5,3085.6,0.77,31.78,0.024,3085.55
MY40,3086.5,3086.6,0.07,50.84,0.012,3086.55
MY40,3088.5,3088.6,0.99,2.21,0.013,3088.55
MY40,3090.1,3090.2,0.7,10.17,0.007,3090.15
MY40,3091.1,3091.2,0.36,24.21,0.008,3091.15
MY40,3092,3092.1,0.68,0,0.011,3092.05
MY40,3095.3,3095.4,0,0,0,3095.35
MY40,3108.5,3108.6,0,0,0,3108.55
MY40,3109.6,3109.7,2.46,14.12,0.04,3109.65
MY40,3110.2,3110.3,3.15,14.95,0.007,3110.25
MY40,3111,3111.1,3.56,16.95,0.01,3111.05
MY40,3111.5,3111.6,2.86,4.62,0.013,3111.55
MY40,3114,3114.1,2.51,21.18,0.01,3114.05
MY40,3132.2,3132.3,3.64,4.62,0.006,3132.25
MY40,3133.2,3133.3,3.77,4.24,0.005,3133.25
MY40,3134.2,3134.3,2.95,84.74,0.01,3134.25
MY40,3466,3466.1,2.18,3.91,0.003,3466.05
MY40,3501.2,3501.3,0,0,0.018,3501.25
MY40,3548.6,3548.7,0,0,0.006,3548.65
MY40,3549.6,3549.7,1.89,4.24,0.011,3549.65
