MYUWI,TOP,BOTTOM,POROSITY,PERMEABILITY,BITUMINS_EXTRACT,DEPTH
MY56,3328.5,3328.6,-999.25,-999.25,0,3328.55
MY56,3329.5,3329.6,-999.25,-999.25,0,3329.55
MY56,3330.5,3330.6,-999.25,-999.25,0,3330.55
MY56,3331.5,3331.6,-999.25,-999.25,0,3331.55
MY56,3332.5,3332.6,-999.25,-999.25,0,3332.55
MY56,3333.5,3333.6,-999.25,-999.25,0,3333.55
MY56,3334.5,3334.6,-999.25,-999.25,0,3334.55
MY56,3335.5,3335.6,-999.25,-999.25,0,3335.55
MY56,3336.5,3336.6,-999.25,-999.25,0,3336.55
MY56,3337.5,3337.6,-999.25,-999.25,0,3337.55
MY56,3339,3339.1,-999.25,-999.25,0,3339.05
MY56,3340,3340.1,-999.25,-999.25,0,3340.05
MY56,3341,3341.1,-999.25,-999.25,0,3341.05
MY56,3342,3342.1,-999.25,-999.25,0,3342.05
MY56,3343,3343.1,-999.25,-999.25,0,3343.05
MY56,3344,3344.1,-999.25,-999.25,0,3344.05
MY56,3345,3345.1,-999.25,-999.25,0,3345.05
MY56,3346,3346.1,-999.25,-999.25,0,3346.05
MY56,3347,3347.1,-999.25,-999.25,0,3347.05
MY56,3348,3348.1,-999.25,-999.25,0,3348.05
MY56,3349,3349.1,-999.25,-999.25,0,3349.05
MY56,3350,3350.1,-999.25,-999.25,0,3350.05
MY56,3351,3351.1,-999.25,-999.25,0,3351.05
MY56,3352,3352.1,-999.25,-999.25,0,3352.05
MY56,3353,3353.1,-999.25,-999.25,0,3353.05
MY56,3354,3354.1,-999.25,-999.25,0,3354.05
MY56,3355,3355.1,-999.25,-999.25,0,3355.05
MY56,3356,3356.1,-999.25,-999.25,0,3356.05
MY56,3357,3357.1,-999.25,-999.25,0,3357.05
MY56,3358,3358.1,-999.25,-999.25,0,3358.05
MY56,3359,3359.1,-999.25,-999.25,0,3359.05
MY56,3360,3360.1,-999.25,-999.25,0,3360.05
MY56,3361,3361.1,-999.25,-999.25,0,3361.05
MY56,3362,3362.1,-999.25,-999.25,0,3362.05
MY56,3363,3363.1,-999.25,-999.25,0,3363.05
MY56,3364,3364.1,-999.25,-999.25,0,3364.05
MY56,3365,3365.1,-999.25,-999.25,0,3365.05
MY56,3366,3366.1,-999.25,-999.25,0,3366.05
MY56,3367,3367.1,-999.25,-999.25,0,3367.05
MY56,3368,3368.1,-999.25,-999.25,0,3368.05
MY56,3369,3369.1,-999.25,-999.25,0,3369.05
MY56,3370,3370.1,-999.25,-999.25,0,3370.05
MY56,3371,3371.1,-999.25,-999.25,0,3371.05
MY56,3372,3372.1,-999.25,-999.25,0,3372.05
MY56,3373,3373.1,-999.25,-999.25,0,3373.05
MY56,3464,3464.1,-999.25,-999.25,0.023,3464.05
MY56,3466,3466.1,-999.25,-999.25,0.015,3466.05
MY56,3468,3468.1,-999.25,-999.25,0.014,3468.05
MY56,3470,3470.1,-999.25,-999.25,0.024,3470.05
MY56,3585,3585.1,-999.25,-999.25,0.014,3585.05
MY56,3587,3587.1,-999.25,-999.25,0.018,3587.05
MY56,3647,3647.1,-999.25,-999.25,0.017,3647.05
MY56,3648,3648.1,-999.25,-999.25,0.016,3648.05
MY56,3649,3649.1,-999.25,-999.25,0.012,3649.05
MY56,3723,3723.1,-999.25,-999.25,0.01,3723.05
MY56,3724,3724.1,-999.25,-999.25,0.01,3724.05
MY56,3756,3756.1,-999.25,-999.25,0.016,3756.05
MY56,3762,3762.1,-999.25,-999.25,0.009,3762.05
MY56,3766,3766.1,-999.25,-999.25,0.017,3766.05
MY56,3768,3768.1,-999.25,-999.25,0.018,3768.05
MY56,3769,3769.1,-999.25,-999.25,0.016,3769.05
MY56,3811,3811.1,-999.25,-999.25,0.016,3811.05
MY56,3813,3813.1,-999.25,-999.25,0.018,3813.05
MY56,3815,3815.1,-999.25,-999.25,0.018,3815.05
MY56,3817,3817.1,-999.25,-999.25,0.006,3817.05
MY56,3819,3819.1,-999.25,-999.25,0.006,3819.05
MY56,3821,3821.1,-999.25,-999.25,0.007,3821.05
MY56,3823,3823.1,-999.25,-999.25,0.009,3823.05
MY56,3825,3825.1,-999.25,-999.25,0.004,3825.05
MY56,3827,3827.1,-999.25,-999.25,0.007,3827.05
MY56,3922,3922.1,-999.25,-999.25,0.009,3922.05
MY56,3922,3922.1,-999.25,-999.25,0.002,3922.05
MY56,3975,3975.1,-999.25,-999.25,0.017,3975.05
MY56,3977,3977.1,-999.25,-999.25,0.013,3977.05
MY56,4104,4104.1,-999.25,-999.25,0.01,4104.05
MY56,4107,4107.1,-999.25,-999.25,0.006,4107.05
MY56,4109,4109.1,-999.25,-999.25,0.005,4109.05
MY56,4165,4165.1,-999.25,-999.25,0.006,4165.05
MY56,4167,4167.1,-999.25,-999.25,0.01,4167.05
MY56,4169,4169.1,-999.25,-999.25,0.005,4169.05
MY56,4223,4223.1,-999.25,-999.25,0.005,4223.05
MY56,4225,4225.1,-999.25,-999.25,0.006,4225.05
MY56,4227,4227.1,-999.25,-999.25,0.003,4227.05
MY56,4229,4229.1,-999.25,-999.25,0.003,4229.05
MY56,4231,4231.1,-999.25,-999.25,0.003,4231.05
MY56,4290,4290.1,-999.25,-999.25,0.004,4290.05
MY56,4292,4292.1,-999.25,-999.25,0.005,4292.05
MY56,4294,4294.1,-999.25,-999.25,0.006,4294.05
MY56,4296,4296.1,-999.25,-999.25,0.004,4296.05
MY56,4356,4356.1,-999.25,-999.25,0.006,4356.05
MY56,4358,4358.1,-999.25,-999.25,0.007,4358.05
MY56,4378,4378.1,-999.25,-999.25,0.005,4378.05
MY56,4450,4450.1,-999.25,-999.25,0.008,4450.05
MY56,4452,4452.1,-999.25,-999.25,0.004,4452.05
MY56,4454,4454.1,-999.25,-999.25,0.008,4454.05
MY56,4456,4456.1,-999.25,-999.25,0.009,4456.05
MY56,4458,4458.1,-999.25,-999.25,0.005,4458.05
MY56,4459,4459.1,-999.25,-999.25,0.008,4459.05
MY56,4518,4518.1,-999.25,-999.25,0.007,4518.05
MY58,2595.5,2595.6,4.93,0,0.0123,2595.55
MY58,2596.1,2596.2,7.54,0,0.0089,2596.15
MY58,2596.3,2596.4,2.72,0,0.0112,2596.35
MY58,2596.8,2596.9,3.96,0,0.027,2596.85
MY58,2597.1,2597.2,7.32,0,0.0121,2597.15
MY58,2597.6,2597.7,8.18,0,0.0185,2597.65
MY58,2598,2598.1,4.32,0,0.0162,2598.05
MY58,2598.7,2598.8,8.21,0.392,0.0474,2598.75
MY58,3085.6,3085.7,2.31,0.022,0.0015,3085.65
MY58,3086.2,3086.3,3.48,0.182,0.002,3086.25
MY58,3088.2,3088.3,3.9,0.146,0.0015,3088.25
MY58,3088.9,3089,4.28,0.066,0.0014,3088.95
MY58,3090,3090.1,4.57,0.302,0,3090.05
MY58,3090.7,3090.8,4.53,0.182,0,3090.75
MY58,3092.2,3092.3,4.28,0.061,0,3092.25
MY58,3092.8,3092.9,4.61,0.302,0,3092.85
MY58,3093.3,3093.4,4.45,0.009,0,3093.35
MY58,3095,3095.1,8.85,0,0.0077,3095.05
MY58,3096.1,3096.2,8.6,0.27,0.0078,3096.15
MY58,3096.7,3096.8,9.83,0.009,0.0045,3096.75
MY58,3097.3,3097.4,8.41,0.021,0,3097.35
MY58,3098.4,3098.5,8.04,0.01,0,3098.45
MY58,3099.2,3099.3,7.69,0.041,0,3099.25
MY58,3099.8,3099.9,8.71,0.013,0,3099.85
MY58,3101.6,3101.7,8.99,0.017,0,3101.65
MY58,3101.9,3102,7.91,0,0,3101.95
MY58,3102.9,3103,8.92,0.012,0,3102.95
MY59,2845.5,2845.6,1.65,1.339,0.016,2845.55
MY59,2846,2846.1,2.61,5.656,0.014,2846.05
MY59,2846.6,2846.7,3.53,0.013,0.014,2846.65
MY59,2846.1,2846.2,2.25,0,0.016,2846.15
MY59,2846.6,2846.7,3.14,0,0.02,2846.65
MY59,2847.1,2847.2,4.48,1.607,0.024,2847.15
MY59,2848.1,2848.2,0.51,0.015,0.01,2848.15
MY59,2848.6,2848.7,1.19,0.087,0.018,2848.65
MY59,2849.1,2849.2,0.82,0,0.01,2849.15
MY59,2849.6,2849.7,0.37,0.012,0.014,2849.65
MY59,2850.1,2850.2,1.93,0.017,0.013,2850.15
MY59,2850.6,2850.7,1.56,0.012,0.014,2850.65
MY59,2851.1,2851.2,4.11,0.105,0.021,2851.15
MY59,2851.6,2851.7,2.08,0,0.042,2851.65
MY59,2852.1,2852.2,3.31,0,0.021,2852.15
MY59,2852.6,2852.7,0.37,0.029,0.014,2852.65
MY59,2853.1,2853.2,0.52,0.017,0.014,2853.15
MY59,2853.6,2853.7,1.04,0.121,0.023,2853.65
MY59,2854.1,2854.2,4.05,0.241,0.019,2854.15
MY59,2853.8,2853.9,2.76,0.262,0.019,2853.85
MY59,2854.3,2854.4,3.35,0.285,0.028,2854.35
MY59,2854.8,2854.9,1.48,0.143,0.016,2854.85
MY59,2855.3,2855.4,1.26,0,0.02,2855.35
MY59,2855.8,2855.9,2.67,0,0.015,2855.85
MY59,2856.3,2856.4,2.52,0,0.021,2856.35
MY59,2856.8,2856.9,0.66,0,0.018,2856.85
MY59,2857.3,2857.4,1.49,0.105,0.014,2857.35
MY59,2857.8,2857.9,1.26,0,0.015,2857.85
MY59,2858.3,2858.4,1.04,0,0.013,2858.35
MY59,2858.8,2858.9,0.15,0.049,0.021,2858.85
MY59,2859.3,2859.4,1.26,7.502,0.028,2859.35
MY59,2859.8,2859.9,2.58,0.572,0.033,2859.85
MY59,2860.3,2860.4,1.48,0,0.023,2860.35
MY59,2860.8,2860.9,0.37,0.056,0.021,2860.85
MY59,2861.3,2861.4,0.59,0,0.08,2861.35
MY59,2861.8,2861.9,0.45,0,0.037,2861.85
MY59,2862.3,2862.4,0.22,0,0.028,2862.35
MY59,2862.8,2862.9,0.24,0,0.033,2862.85
MY59,2863.3,2863.4,0.3,0.083,0.035,2863.35
MY59,2863.8,2863.9,0.44,0,0.029,2863.85
MY59,2864.3,2864.4,0.22,0,0.025,2864.35
MY59,2864.8,2864.9,0.35,0,0.019,2864.85
MY59,2865.3,2865.4,0.37,0.013,0.02,2865.35
MY59,2865.8,2865.9,0.88,6.252,0.014,2865.85
MY59,2866.3,2866.4,0.81,0.358,0.019,2866.35
MY59,2866.8,2866.9,0.59,0.083,0.009,2866.85
MY59,2867.3,2867.4,0.37,1.536,0.014,2867.35
MY59,2867.8,2867.9,0.56,0,0.013,2867.85
MY59,2868.3,2868.4,0.37,0,0.014,2868.35
MY59,2868.8,2868.9,2.07,0,0.006,2868.85
MY59,2869.3,2869.4,3.67,0,0.01,2869.35
MY59,2869.8,2869.9,3.81,0.629,0.012,2869.85
MY59,2870.3,2870.4,1.7,0.262,0.02,2870.35
MY59,2870.8,2870.9,6.89,0.449,0.017,2870.85
MY59,2871.3,2871.4,1.47,0.121,0.013,2871.35
MY59,2871.8,2871.9,2.81,4.559,0.015,2871.85
MY59,2872.6,2872.7,3.87,0.079,0.014,2872.65
MY59,2871.4,2871.5,11.05,5.015,0.02,2871.45
MY59,2871.9,2872,8.71,0.056,0.015,2871.95
MY59,2872.4,2872.5,7.39,0.182,0.019,2872.45
MY59,2872.9,2873,8.2,0.019,0.024,2872.95
MY59,2873.4,2873.5,10.14,0.012,0.018,2873.45
MY59,2873.9,2874,7.59,0,0.019,2873.95
MY59,2874.4,2874.5,10.58,0.225,0.014,2874.45
MY59,2874.8,2874.9,8,0.015,0.02,2874.85
MY59,2875.4,2875.5,3.7,0,0.013,2875.45
MY59,2875.8,2875.9,3.73,0,0.013,2875.85
MY59,2876.4,2876.5,0.22,0,0.01,2876.45
MY59,2876.8,2876.9,0.15,0,0.01,2876.85
MY59,2877.4,2877.5,1.12,0,0.008,2877.45
MY59,2877.8,2877.9,0.75,0,0.012,2877.85
MY59,2878.4,2878.5,0.42,0,0.014,2878.45
MY57,2769.1,2769.2,3.48,0.008,0.034,2769.15
MY57,2769.5,2769.6,3.17,0.009,0.026,2769.55
MY57,2740,2770.1,1.52,0,0.041,2755.05
MY57,2770.5,2770.6,2.3,0.049,0.018,2770.55
MY57,2771,2771.1,4.5,0,0.019,2771.05
MY57,2771.5,2771.6,4.05,0.041,0.02,2771.55
MY57,2772,2772.1,1.23,0,0.014,2772.05
MY57,2772.5,2772.6,2.02,0.026,0.022,2772.55
MY57,2773,2773.1,3.42,-999.25,0.02,2773.05
MY57,2773.5,2773.6,3.5,-999.25,0.019,2773.55
MY57,2774,2774.1,3.44,0.036,0.019,2774.05
MY63,3023.5,3023.6,1.39,1.17,0.033,3023.55
MY63,3024,3024.1,1.7,0.06,0.077,3024.05
MY63,3024.5,3024.6,2.36,0.11,0.068,3024.55
MY63,3025,3025.1,4.2,0.18,0.12,3025.05
MY63,3025.5,3025.6,3.33,0.18,0.092,3025.55
MY63,3026,3026.1,2.75,0.21,0.134,3026.05
MY63,3026.5,3026.6,2.89,0.22,0.071,3026.55
MY63,3027,3027.1,3.25,0.1,0.088,3027.05
MY63,3027.5,3027.6,2.9,0.14,0.067,3027.55
MY63,3028,3028.1,1.89,0.14,0.107,3028.05
MY63,3028.5,3028.6,2.49,0.02,0.103,3028.55
MY63,3029,3029.1,2.1,0.21,0.122,3029.05
MY63,3029.5,3029.6,3.49,0.18,0.083,3029.55
MY63,3030,3030.1,2.63,0,0.146,3030.05
MY63,3030.5,3030.6,2.71,0.15,0.108,3030.55
MY63,3031,3031.1,2.87,2.12,0.114,3031.05
MY63,3031.5,3031.6,2.32,0.27,0.129,3031.55
MY63,3031.3,3031.4,2.71,0.25,0.112,3031.35
MY63,3031.8,3031.9,2.51,0,0.114,3031.85
MY63,3032.3,3032.4,2.5,0,0.072,3032.35
MY63,3032.8,3032.9,1.95,0.27,0.065,3032.85
MY63,3033.3,3033.4,1.49,0.22,-999.25,3033.35
MY63,3033.8,3033.9,1.95,0.17,0.076,3033.85
MY63,3035.8,3035.9,0.73,0.08,0.046,3035.85
MY63,3036.3,3036.4,0.93,2.94,0.163,3036.35
MY63,3036.8,3036.9,4.6,34.72,0.163,3036.85
MY63,3037.3,3037.4,0.73,1.64,0.203,3037.35
MY63,3037.8,3037.9,0.77,0.2,0.09,3037.85
MY63,3038.3,3038.4,3.26,0.03,0.091,3038.35
MY66,2874,2874.1,0.07,0,0.0122,2874.05
MY66,2874.9,2875,1.25,0,0.134,2874.95
MY66,2877.1,2877.2,0.76,0,0.0793,2877.15
MY66,2877.3,2877.4,0.62,0,0.0434,2877.35
MY66,2878.5,2878.6,0.35,0.006,0.0874,2878.55
MY66,3070.8,3070.9,0.35,0.003,0.0092,3070.85
MY66,3071.8,3071.9,0.21,0,0.0077,3071.85
MY66,3073.6,3073.7,0.28,0,0.0069,3073.65
MY66,3074.6,3074.7,0.66,0,0.006,3074.65
MY66,3075.1,3075.2,1.18,0,0.0043,3075.15
MY66,3076.6,3076.7,1.95,0,0.0027,3076.65
MY66,3077.1,3077.2,3.07,0.07,0.0039,3077.15
MY67,2835.9,2836,1.08,0,0.0183,2835.95
MY67,2836.3,2836.4,7.98,0,0.0835,2836.35
MY67,2836.9,2837,7.9,0.008,0.108,2836.95
MY67,2837.3,2837.4,8.17,0.304,0.1993,2837.35
MY67,2840.1,2840.2,5.98,0,0.3028,2840.15
MY67,2842.25,2842.3,14.81,0,0.0259,2842.275
MY67,2842.7,2842.8,16.28,0,0.7004,2842.75
MY67,2846.3,2846.4,13.78,0,0.738,2846.35
MY67,2846.7,2846.8,10.63,0.208,0.5969,2846.75
MY67,2847.3,2847.4,12.88,0,0.8726,2847.35
MY67,2847.7,2847.8,15.38,0.356,0.7526,2847.75
MY67,2848.3,2848.4,13.21,0,0.7939,2848.35
MY67,2848.7,2848.8,14.47,0,0.8906,2848.75
MY67,2850.7,2850.85,8.95,0,0.6846,2850.775
MY67,2851.2,2851.3,7.89,0,0.2032,2851.25
MY67,2851.8,2851.9,5.66,0,0.0483,2851.85
MY67,2852.2,2852.3,6.22,0,0.3194,2852.25
MY67,2855.3,2855.45,14,0,0.4148,2855.375
MY67,2856.3,2856.45,6.12,0.011,0.2951,2856.375
MY67,2856.8,2856.9,8.3,0.023,0.2937,2856.85
MY67,2857.3,2857.4,7.35,0.017,0.4754,2857.35
MY67,2858.5,2858.65,9.35,0.091,0.6925,2858.575
MY67,2858.9,2859,5.99,0,0.1057,2858.95
MY67,2859.5,2859.6,6.61,0.011,0.0884,2859.55
MY67,2859.8,2859.9,7.4,0.018,0.1908,2859.85
MY67,2862.2,2862.3,4.37,0,0.0644,2862.25
MY67,2862.6,2862.7,5.36,0,0.0274,2862.65
MY67,2863.2,2863.35,3.34,0,0.0301,2863.275
MY67,2863.6,2863.65,8.89,0,0.3877,2863.625
MY67,2864.15,2864.2,8.05,0,0.3875,2864.175
MY67,2865.7,2865.75,10.54,0.091,0.4834,2865.725
MY67,2866.1,2866.2,10.37,0,0.4564,2866.15
MY67,2866.7,2866.8,6.15,0,0.3424,2866.75
MY67,2867.1,2867.2,7.63,0,0.0678,2867.15
MY67,2867.7,2867.8,3.03,0,0.0359,2867.75
MY67,2869.4,2869.5,5.15,0,0.2055,2869.45
MY67,2869.8,2869.9,10.81,0,0.1574,2869.85
MY67,2873.4,2873.5,15.33,0,0.0224,2873.45
MY67,2877.4,2874.45,9.68,0.078,0.0081,2875.925
MY67,2877.8,2877.9,0.77,0,0.0045,2877.85
MY67,2878.3,2878.4,0.55,0,0.0112,2878.35
MY67,2878.7,2878.8,0.98,0,0.0072,2878.75
MY67,2881.4,2881.45,2.84,0.017,0.0061,2881.425
MY67,2881.8,2881.85,0.95,0,0.0081,2881.825
MY67,2882.4,2882.45,0.67,0,0.0023,2882.425
MY67,2882.7,2882.8,0.43,-999.25,0.0025,2882.75
MY67,2885.5,2885.55,0.29,-999.25,0.0043,2885.525
MY67,2885.9,2886,0.23,-999.25,0.0008,2885.95
MY67,2886.9,2887,0.23,-999.25,0.0015,2886.95
MY69,2880,2880.1,1.54,0,0.0299,2880.05
MY69,2880.75,2880.85,2.62,0.45,0.0822,2880.8
MY69,2884.1,2884.2,2.46,0,0.151,2884.15
MY69,2884.8,2884.9,1.56,0.028,0.1572,2884.85
MY69,2885.3,2885.4,1.91,0.036,0.0969,2885.35
MY69,2886.3,2886.4,1.49,0.012,0.1157,2886.35
MY69,2886.7,2886.8,2.2,0.017,0.1113,2886.75
MY69,2887.6,2887.7,2.18,0,0.0515,2887.65
MY69,2887.8,2887.9,1.79,0.091,0.041,2887.85
MY69,2888.2,2888.3,5.69,0.012,0.1113,2888.25
MY69,2888.9,2889,0.1,0,0.056,2888.95
MY69,2888.6,2888.7,1.05,0.025,0.0941,2888.65
MY69,2889.05,2889.15,1.13,0.013,0.0817,2889.1
MY69,2889.8,2889.9,4.16,0.056,0.2884,2889.85
MY69,2890.2,2890.3,0.77,0,0.1175,2890.25
MY69,2890.8,2890.9,1.27,0.025,0.1098,2890.85
MY69,2891.4,2891.5,2.33,0.011,0.2345,2891.45
MY69,3061.2,3061.3,0.49,0,0,3061.25
MY69,3061.6,3061.7,0.49,0.038,0,3061.65
MY69,3062.2,3062.3,0.44,0,0,3062.25
MY69,3062.7,3062.8,0.72,0.033,0,3062.75
MY69,3063.3,3063.4,0.92,0,0,3063.35
MY69,3063.7,3063.8,0.99,0.056,0,3063.75
MY69,3064.3,3064.4,0.77,0,0,3064.35
MY69,3064.7,3064.8,1.45,0,0,3064.75
MY69,3065.9,3066,1.61,0,0,3065.95
MY69,3066.3,3066.4,3.3,0.061,0,3066.35
MY69,3067.1,3067.2,3.42,0,0,3067.15
MY69,3070,3070.1,5.18,0.022,0,3070.05
MY69,3070.8,3070.9,5.38,0.014,0,3070.85
MY69,3071.3,3071.4,5.68,0.021,0,3071.35
MY69,3072,3072.1,4.53,0,0,3072.05
MY69,3072.6,3072.7,3.19,0,0,3072.65
MY69,3073,3073.1,5.67,0.073,0,3073.05
MY69,3072.6,3072.7,6.73,0.261,0,3072.65
MY69,3073.7,3073.8,5.76,0.012,0,3073.75
MY69,3074.2,3074.3,7.07,0.07,0,3074.25
MY69,3074.7,3074.8,3.75,0.015,0,3074.75
MY69,3075.2,3075.3,6.23,0.122,0,3075.25
MY69,3075.6,3075.7,2.57,0.036,0,3075.65
MY69,3076.3,3076.4,7.75,0.097,0,3076.35
MY69,3077,3077.1,4.28,0.017,0,3077.05
MY69,3078.1,3078.2,4.64,0.028,0,3078.15
MY69,3078.6,3078.7,4.78,0.038,0,3078.65
MY69,3079.1,3079.2,4.72,0,0,3079.15
MY69,3079.7,3079.8,3.87,0.011,0,3079.75
MY69,3080.3,3080.4,4.67,0,0,3080.35
MY69,3081.8,3081.9,3.24,0.013,0,3081.85
MY69,3082.7,3082.8,5.76,0.016,0,3082.75
MY69,3083.8,3083.9,4.22,0.013,0,3083.85
MY69,3085,3085.1,4.99,0.043,0,3085.05
MY69,3086,3086.1,5.19,0.046,0,3086.05
MY69,3086.3,3086.4,4.23,0,0,3086.35
MY69,3087.1,3087.2,4.9,0.019,0,3087.15
MY69,3088.1,3088.2,5.05,0,0,3088.15
MY69,3089,3089.1,4.71,0,0,3089.05
MY72,2731.7,2731.8,0.73,0.168,0.029,2731.75
MY72,2732.15,2732.2,0.91,-999.25,0.038,2732.175
MY72,2734.45,2734.5,1.99,-999.25,0.018,2734.475
MY72,2734.8,2734.9,1.97,0.065,0.023,2734.85
MY72,2735.1,2735.15,0.36,0,0.026,2735.125
MY72,2735.45,2735.5,1.09,0,0.033,2735.475
MY72,2746.45,2746.5,1.38,0.092,0.028,2746.475
MY72,2748.15,2748.25,1.45,0,0.025,2748.2
MY72,2748.5,2748.55,1.33,-999.25,0.022,2748.525
MY72,2748.8,2748.85,0.98,-999.25,0.028,2748.825
MY72,2749.15,2749.25,1.67,0,0.03,2749.2
MY72,2749.5,2749.55,0.49,-999.25,0.038,2749.525
MY72,2749.8,2749.85,1.44,0,0.041,2749.825
MY72,2750.15,2750.2,1.23,0.09,0.039,2750.175
MY72,2750.1,2750.2,1.44,0,0.03,2750.15
MY72,2750.45,2750.55,1.02,0,0.032,2750.5
MY72,2750.75,2750.8,1.09,0,0.028,2750.775
MY72,2751.1,2751.15,1.24,0,0.038,2751.125
MY72,2753.95,2754,1.95,-999.25,0.05,2753.975
MY72,2754.3,2754.4,0.73,0,0.059,2754.35
MY72,2754.6,2754.65,1.24,0,0.043,2754.625
MY72,2754.95,2755,1.24,0,0.037,2754.975
MY72,2755.3,2755.4,1.52,-999.25,0.041,2755.35
MY72,2755.6,2755.65,1.3,0.065,0.029,2755.625
MY72,2755.85,2755.9,2.31,0.016,0.03,2755.875
MY72,2756.2,2756.3,2.39,0.358,0.02,2756.25
MY72,2756.5,2756.55,2.26,0,0.023,2756.525
MY72,2756.85,2756.9,2.33,0.039,0.024,2756.875
MY72,2757.2,2757.3,2.41,-999.25,0.026,2757.25
MY72,2757.5,2757.55,1.24,0,0.038,2757.525
MY72,2758.15,2758.2,2.5,-999.25,0.032,2758.175
MY72,2758.5,2758.6,2.19,0.037,0.036,2758.55
MY72,2758.8,2758.85,2.39,-999.25,0.032,2758.825
MY72,2759.15,2759.2,2.78,-999.25,0.034,2759.175
MY72,2759.5,2759.6,1.99,-999.25,0.033,2759.55
MY72,2759.8,2759.85,2.67,0.041,0.028,2759.825
MY72,2760.95,2761,1.76,0,0.044,2760.975
MY72,2761.3,2761.4,0,-999.25,0.039,2761.35
MY72,2761.6,2761.65,2.58,0,0.032,2761.625
MY72,2761.95,2762,2.05,-999.25,0.031,2761.975
MY72,2762.3,2762.4,2.71,0,0.017,2762.35
MY72,2762.6,2762.65,2.94,0,0.028,2762.625
MY72,2762.95,2763,3.09,0.092,0.026,2762.975
MY72,2763.3,2763.4,2.49,0.092,0.022,2763.35
MY72,2763.6,2763.65,2.25,0.022,0.019,2763.625
MY72,2763.95,2764,3.31,0,0.022,2763.975
MY72,2764.1,2764.15,4.2,0.024,0.02,2764.125
MY72,2764.3,2764.4,4.41,0.523,0.024,2764.35
MY72,2764.6,2764.65,4.04,0.121,0.032,2764.625
MY72,2764.95,2765,5.76,1.099,0.028,2764.975
MY72,2765.3,2765.4,5.73,0.041,0.028,2765.35
MY72,2765.6,2765.65,4.75,-999.25,0.031,2765.625
MY72,2765.95,2766,4.26,1.569,0.033,2765.975
MY72,2766.3,2766.4,3.16,1.099,0.022,2766.35
MY72,2766.6,2766.65,3.67,1.427,0.042,2766.625
MY72,2767.3,2767.35,1.92,0.845,0.023,2767.325
MY72,2767.55,2767.6,2.72,0.052,0.025,2767.575
MY72,2767.9,2767.95,1.85,0.392,0.031,2767.925
MY72,2768.25,2768.3,2.72,0.131,0.051,2768.275
MY72,2768.35,2768.4,3.37,0,0.041,2768.375
MY72,2768.9,2768.95,4.26,1.569,0.039,2768.925
MY72,2769.75,2769.8,3.41,-999.25,0.024,2769.775
MY72,2770.05,2770.1,4.04,0.143,0.027,2770.075
MY72,2770.4,2770.45,4.25,0.065,0.019,2770.425
MY72,2770.75,2770.8,6.03,0.392,0.015,2770.775
MY72,2771,2771.05,6.95,0.071,0.015,2771.025
MY72,2771.35,2771.4,7.61,0.036,0.015,2771.375
MY72,2771.7,2771.75,7.21,-999.25,0.016,2771.725
MY72,2772.05,2772.1,7.65,0.392,0.018,2772.075
MY72,2772.4,2772.45,7.44,0.362,0.021,2772.425
MY72,2773,2773.05,7.69,-999.25,0.024,2773.025
MY72,2773.35,2773.4,3.34,0,0.025,2773.375
MY72,2773.7,2773.75,4,0,0.029,2773.725
MY72,2774.05,2774.1,2.18,0,0.034,2774.075
MY72,2774.4,2774.45,3.12,0,0.027,2774.425
MY72,2774.75,2774.8,2.91,0,0.026,2774.775
MY72,2775,2775.05,3.56,0,0.028,2775.025
MY72,2775.35,2775.4,2.98,0,0.028,2775.375
MY72,2775.7,2775.75,3.27,0,0.025,2775.725
MY72,2776,2776.05,5.05,0,0.021,2776.025
MY72,2776.3,2776.35,6.53,0.098,0.022,2776.325
MY72,2776.7,2776.75,9.73,-999.25,0.022,2776.725
MY72,2777,2777.05,11.75,0.261,0.016,2777.025
MY72,2777.35,2777.4,10.01,-999.25,0.03,2777.375
MY72,2777.7,2777.75,9.55,0.056,0.026,2777.725
MY72,2778,2778.05,3.49,0.168,0.025,2778.025
MY72,2778.35,2778.4,3.86,0.046,0.035,2778.375
MY72,2781.2,2781.25,2.32,0.022,0.033,2781.225
MY72,2781.5,2781.55,1.59,0,0.032,2781.525
MY72,2782.2,2782.25,1.17,0,0.018,2782.225
MY72,2782.5,2782.55,1.45,0,0.033,2782.525
MY72,2782.55,2782.6,1.45,0.015,0.057,2782.575
MY72,2782.8,2782.85,1.55,-999.25,0.054,2782.825
MY72,2784.4,2784.45,1.93,0,0.046,2784.425
MY72,2784.7,2784.75,1.37,0,0.05,2784.725
MY72,2787.6,2787.65,0.88,0.181,0.021,2787.625
MY72,3078.8,3078.9,4.49,1.751,0.016,3078.85
MY72,3079.2,3079.3,5.43,1.926,0.023,3079.25
MY72,3079.8,3079.9,5.35,1.225,0.013,3079.85
MY72,3080.2,3080.3,5.38,1.926,0.009,3080.25
MY72,3080.7,3080.8,6.97,1.471,0.004,3080.75
MY72,3081.2,3081.3,8,0.622,0.007,3081.25
MY72,3081.7,3081.8,6.6,0.83,0.007,3081.75
MY72,3082.2,3082.3,3.64,-999.25,0.007,3082.25
MY72,3082.9,3083,5.2,0.317,0.008,3082.95
MY72,3083.9,3084,6.43,0.193,0.008,3083.95
MY72,3098.8,3098.9,6.88,0.36,0.004,3098.85
MY72,3099.2,3099.3,4.23,0.899,0.011,3099.25
MY72,3099.7,3099.8,5.12,-999.25,0.008,3099.75
